name,province,district,address,hospital_type,image_url,latitude,longitude,source
"Health Post, Odraha",Madhesh,Saptari,,clinic,,26.702479,86.950556,HDX_OSM
Samudayek Swasthiye Ikai,Gandaki,Kaski,"Annapurna Rural Municipality, Ward No. 5",health_post,,28.292026,83.770823,HDX_OSM
National Patho Lab,Lumbini,Banke,,clinic,,28.057059,81.617034,HDX_OSM
Phattepur Poly Clinic Pvt. Ltd,Madhesh,Saptari,,clinic,,26.73571,86.931781,HDX_OSM
Primary Health Centre Topa,Madhesh,Saptari,,clinic,,26.522223,86.794122,HDX_OSM
Family Beauty Parlour and Therapy Centre Pvt. Ltd.,Bagmati,Kathmandu,Kathmandu,hospital,,27.711801,85.30968,HDX_OSM
Dr. Siddhidatri Jha(Clinic),,Dhanusa,,doctors,,26.732033,85.922535,HDX_OSM
Basic Health Care Center Ward 1,,Dhanusa,,clinic,,26.736037,85.934558,HDX_OSM
"Swastha Chauki, Bhediyahi",Madhesh,Rautahat,,clinic,,26.856618,85.292293,HDX_OSM
"Garuda Health Post, Potiyahi",Madhesh,Rautahat,,clinic,,26.934679,85.290146,HDX_OSM
Anand Hospital Private Limited,Madhesh,Rautahat,,hospital,,26.931515,85.305432,HDX_OSM
Swasthya Chauki Jaynagar,Madhesh,Rautahat,,clinic,,26.918463,85.310936,HDX_OSM
Jagdish Ramrati Hospital Private Limited,Madhesh,Mahottari,,hospital,,26.757671,85.896313,HDX_OSM
Manipal Hospital Janakpur,Madhesh,Janakpur,,hospital,,26.756255,85.917884,HDX_OSM
District Health Office Manthali Ramechhap,Bagmati,Ramechhap,,hospital,,27.380865,86.061738,HDX_OSM
विष्णुपुर स्वास्थ्य केन्द्र,Madhesh,Siraha,,clinic,,26.790178,86.422372,HDX_OSM
"Lahan Swastha Chauki, Ward No.10",Madhesh,Siraha,,clinic,,26.73012,86.482788,HDX_OSM
doramba,Bagmati,Ramechhap,,clinic,,27.509364,85.935167,HDX_OSM
Basic Health Care Center Ward 11,,Dhanusa,,clinic,,26.734525,85.928837,HDX_OSM
"Siraha-18, Laxminiya",Madhesh,Siraha,,hospital,,26.635575,86.220818,HDX_OSM
अयोध्यानगर स्वास्थ्य केन्द्र,Madhesh,Siraha,,clinic,,26.780213,86.360072,HDX_OSM
Sirthauli PHC,Bagmati,Sindhuli,,hospital,,27.01443,86.209382,HDX_OSM
Khoksi Sub-Hospital खोक्सी अस्पताल,Madhesh,Siraha,,hospital,,26.620602,86.360017,HDX_OSM
भवानीपुर स्वास्थ्य केन्द्र,Madhesh,Siraha,,clinic,,26.720803,86.400985,HDX_OSM
Lalgad,,Dhanusa,,hospital,,26.981383,85.91572,HDX_OSM
Basic Health Post Piparadhi,Madhesh,Mahottari,,clinic,,26.757975,85.852715,HDX_OSM
Aadharbhut Health Post Dathora,Madhesh,Mahottari,,clinic,,26.789829,85.84462,HDX_OSM
Loharpatti Hospital,Madhesh,Mahottari,,hospital,,26.801234,85.850762,HDX_OSM
Bharmapur Health Post Bharmarpura,Madhesh,Mahottari,,clinic,,26.726996,85.852242,HDX_OSM
Machi Jhitkaiya Health Post,,Dhanusa,,hospital,,26.678794,86.125369,HDX_OSM
"Laxminiya Hospital, Siraha-18",Madhesh,Siraha,,hospital,,26.635315,86.220576,HDX_OSM
Mirdi Urban Health Center,Gandaki,Syangja,,health_center,,27.980961,83.781522,HDX_OSM
"Community Health Center ,Madhwapur",,,Madhwapur,centre,,26.604815,85.844834,HDX_OSM
Jhaure Bhangree Nagar Health Post,Madhesh,Mahottari,,clinic,,27.108694,85.83049,HDX_OSM
Baby medical hall & polyclinic,Bagmati,Sindhuli,,clinic,,27.210652,85.91296,HDX_OSM
Bahrabise SHP,Bagmati,Sindhupalchowk,,hospital,,27.796492,85.90925,HDX_OSM
Dhuskun swastha chauki,Bagmati,Sindhupalchowk,,clinic,,27.767616,85.893932,HDX_OSM
Gaurishankar General Hospital,Bagmati,Dolakha,,hospital,,27.679669,86.075261,HDX_OSM
Adharbhut Health Center,Bagmati,Dolakha,,clinic,,27.65453,86.071777,HDX_OSM
Lohana Heath Post,,Dhanusa,,clinic,,26.699818,85.957186,HDX_OSM
Primary Heath Care Center Rampur,,Dhanusa,,clinic,,26.702512,85.936311,HDX_OSM
Swastika Healthcare Hospital Pvt. Ltd.,,Dhanusa,,hospital,,26.725366,85.915412,HDX_OSM
Naina Hospital Private Limited,,Dhanusa,,hospital,,26.738371,85.918791,HDX_OSM
Ayurvedic,Bagmati,Sindhuli,,hospital,,27.167769,86.192388,HDX_OSM
Sindhuli Poly Clinic,Bagmati,Sindhuli,,clinic,,27.216386,85.910984,HDX_OSM
Ramechhap District Hospital,Bagmati,Ramechhap,,hospital,,27.31578,86.087084,HDX_OSM
Okhreni Health Post,Bagmati,Ramechhap,,hospital,,27.307949,86.145399,HDX_OSM
Rumjatar Hospital,Koshi,Okhaldhunga,,hospital,,27.300689,86.54325,HDX_OSM
Roma Hospital Pvt.Ltd.,Madhesh,Rautahat,,hospital,,26.953577,85.317741,HDX_OSM
Janseba Emrjensi Hospital,Madhesh,Rautahat,,hospital,,26.967943,85.321037,HDX_OSM
"Pipariya Health Post, Bhimdawer",Madhesh,Rautahat,,clinic,,26.969572,85.290167,HDX_OSM
भीमेश्वर बहुउद्देश्यीय,Bagmati,Kathmandu,,clinic,,27.674896,85.353296,HDX_OSM
Health Post Kurtha,Madhesh,Mahottari,,clinic,,26.757801,85.895639,HDX_OSM
Pra. Ko. Mahuwa Health Post,,Dhanusa,,clinic,,26.724292,85.954569,HDX_OSM
HCH Hospital,Bagmati,Dolakha,Mainapokhari,hospital,,27.645135,86.130789,HDX_OSM
Singati Community Hospital,Bagmati,Dolakha,,hospital,,27.736213,86.160595,HDX_OSM
Tamakoshi Hospital,Bagmati,Ramechhap,,hospital,,27.380056,86.061187,HDX_OSM
Twins Polyclinic,Madhesh,Siraha,,clinic,,26.75275,86.401542,HDX_OSM
सञ्‍जीवन पोलिक्लिनिक प्रा.लि.,Madhesh,Siraha,,clinic,,26.752239,86.403107,HDX_OSM
Swasta Chawki Teragana Govindpur,Madhesh,Siraha,,clinic,,26.757742,86.518997,HDX_OSM
Samudaye Ekai Swasta Chowki,Madhesh,Siraha,,clinic,,26.823591,86.514916,HDX_OSM
Ismile dental clinic,Madhesh,Siraha,,clinic,,26.830564,86.253551,HDX_OSM
Swastha Chauki Raghunathpur,Madhesh,Rautahat,,clinic,,26.984051,85.338783,HDX_OSM
Urban Health Centre 03,Koshi,Morang,,clinic,,26.705405,87.678237,HDX_OSM
Urban Health Centre 10,Koshi,Jhapa,,clinic,,26.616766,87.664649,HDX_OSM
District Hospital Ilam,Koshi,Ilam,,hospital,,26.909189,87.926697,HDX_OSM
mechi eye hospital,Koshi,Jhapa,,hospital,,26.620664,87.990537,HDX_OSM
Mahabhara Polyclinic Pvt. Ltd.,Koshi,Ilam,,clinic,,26.935169,87.689244,HDX_OSM
Sukuna samudaik Hospital,Koshi,Morang,,hospital,,26.669599,87.380069,HDX_OSM
R.K children's hospital,Koshi,Morang,biratnagar,hospital,,26.459008,87.290876,HDX_OSM
Om Santi Dental Hospital,Koshi,Jhapa,,dentist,,26.660294,87.697834,HDX_OSM
The Medico Clinic Centre,Koshi,Jhapa,,clinic,,26.663675,87.697411,HDX_OSM
Delphi Skin Care Hospital,Koshi,Jhapa,,hospital,,26.662408,87.697275,HDX_OSM
Basic Health Centre 06,Koshi,Jhapa,,clinic,,26.662246,87.701869,HDX_OSM
Advance Multispeciality Hospital,Koshi,Jhapa,,hospital,,26.667628,87.703825,HDX_OSM
Damak Hospital,Koshi,Jhapa,,hospital,,26.671102,87.702748,HDX_OSM
Jhapa Homoeopathic Clinic,Koshi,Jhapa,,clinic,,26.660429,87.699144,HDX_OSM
BNB Ortho Truma Pvt. Ltd.,Madhesh,Siraha,,hospital,,26.711332,86.484795,HDX_OSM
Tuteswar Shahari Swasthya Kendra,Madhesh,Mahottari,,clinic,,27.04777,85.822334,HDX_OSM
Gllobal Health Care Center 7 Lalbandhi MP,Madhesh,Sarlahi,,clinic,,27.05422,85.630784,HDX_OSM
Gauribas Health Post,Madhesh,Mahottari,,clinic,,27.028236,85.912926,HDX_OSM
Sarpa Dansk Upachar Kendra,Madhesh,Mahottari,,clinic,,27.004683,85.905037,HDX_OSM
Subah Swastik Hospital PVT,Madhesh,Mahottari,,clinic,,26.989834,85.891235,HDX_OSM
Subhaswastik hospital pvt ltd,Madhesh,Mahottari,,hospital,,26.990448,85.891504,HDX_OSM
"Primary Health Care Center, Chatara",Koshi,Sunsari,,hospital,,26.817627,87.164528,HDX_OSM
Barahkshetra Community Health Care Unit,Koshi,Udayapur,,clinic,,26.87698,87.166611,HDX_OSM
"Obstetric and Gynaecology Department, BPKIHS",Koshi,Sunsari,,hospital,,26.809723,87.269115,HDX_OSM
Mahuli Bazzar,Madhesh,Saptari,,clinic,,26.645088,86.819459,HDX_OSM
Swasthyachauki Badgama,Madhesh,Saptari,,clinic,,26.621009,86.902715,HDX_OSM
Basic Health Care 02,Koshi,Jhapa,,clinic,,26.693985,87.690117,HDX_OSM
Pradip Medical,Koshi,Jhapa,,clinic,,26.712854,87.685606,HDX_OSM
Gowadari Hospital,Koshi,Morang,,hospital,,26.664312,87.634649,HDX_OSM
Launiya Health Post,Madhesh,Saptari,,hospital,,26.480495,86.769644,HDX_OSM
inaruwa hospital,Koshi,Sunsari,,hospital,,26.600599,87.150836,HDX_OSM
saterjhora,Koshi,Sunsari,,doctors,,26.553002,87.174304,HDX_OSM
नागरिक सामुदायिक शिक्षण अस्पताल,Bagmati,Bhaktapur,,hospital,,27.673585,85.374905,HDX_OSM
Swasthya Chauki Jagatpur,Madhesh,Saptari,,clinic,,26.630052,86.923849,HDX_OSM
Nepal Fertility Care Center,Bagmati,Lalitpur,,doctors,,27.674948,85.303948,HDX_OSM
Nirvana,Bagmati,Lalitpur,,clinic,,27.671033,85.311703,HDX_OSM
Maya Dental Clinic,Bagmati,Kathmandu,,dentist,,27.674754,85.277607,HDX_OSM
Janabhawana Homiopatic,Koshi,Dhankuta,,hospital,,26.971453,87.343498,HDX_OSM
Subash Medical and Diagnostic Center,Koshi,Dhankuta,,clinic,,26.975082,87.343234,HDX_OSM
Dr. Ram Prasad Pokharel Eye Hospital,Koshi,Dhankuta,,hospital,,26.983162,87.336931,HDX_OSM
Sudha Polyclinic,Bagmati,Kathmandu,,clinic,,27.68274,85.349148,HDX_OSM
भिजन पोलिक्लिनिक,Bagmati,Kathmandu,,hospital,,27.675433,85.344862,HDX_OSM
"Primary Health Care,Kunauli",,,,centre,,26.443426,86.774178,HDX_OSM
मरिई स्टोप्स नेपाल,Bagmati,Kathmandu,,hospital,,27.734809,85.317437,HDX_OSM
Alfresco Polyclinic and Diagonistics,Bagmati,Kathmandu,,clinic,,27.737349,85.30899,HDX_OSM
Samudayik Hospital,Koshi,Sunsari,,hospital,,26.662058,87.277285,HDX_OSM
"AMDA Nepal EPIC Nepal, HIV, STD testing",Koshi,Sunsari,,clinic,,26.667634,87.272053,HDX_OSM
Dhulabari Hospital,Koshi,Jhapa,,hospital,,26.658517,88.099429,HDX_OSM
Gopetar PHC ward,Koshi,Panchthar,,hospital,,27.236751,87.82612,HDX_OSM
Panchthar Hospital,Koshi,Panchthar,,hospital,,27.14779,87.76579,HDX_OSM
Smileweavers,Bagmati,Lalitpur,,dentist,,27.683781,85.307838,HDX_OSM
Mankamana Hospital,Bagmati,Chitwan,,hospital,,27.681085,84.432573,HDX_OSM
Chitwan Medical College Teaching Hospital,Bagmati,Chitwan,,hospital,,27.685354,84.430729,HDX_OSM
kalika dental,Bagmati,Chitwan,,dentist,,27.683937,84.434922,HDX_OSM
Bharatpur samudaik hospital,Bagmati,Chitwan,,hospital,,27.680943,84.433529,HDX_OSM
Gajuri Hospital,Bagmati,Dhading,,hospital,,27.805245,84.879362,HDX_OSM
Bungkot Hospital,Gandaki,Gorkha,,hospital,,27.971878,84.674803,HDX_OSM
Duhabi Polyclinic,Koshi,Sunsari,,clinic,,26.571632,87.27002,HDX_OSM
Mangalbare Hospital,Koshi,Morang,,hospital,,26.66543,87.603844,HDX_OSM
Primari Health Care Center,Koshi,Sunsari,,clinic,,26.537912,87.15947,HDX_OSM
Aurabani Swasthya Chauki,Koshi,Sunsari,,clinic,,26.589409,87.225357,HDX_OSM
Katunje Health Post,Koshi,Okhaldhunga,,clinic,,27.317309,86.412346,HDX_OSM
Health post Gobargadha,Madhesh,Saptari,,clinic,,26.507698,86.858314,HDX_OSM
Health information and Service Center,Bagmati,Kathmandu,,clinic,,27.679077,85.276258,HDX_OSM
none,Bagmati,Chitwan,,clinic,,27.697053,84.423956,HDX_OSM
Ganga aushadhalaya,Bagmati,Chitwan,,clinic,,27.697129,84.423881,HDX_OSM
Mary Stopes,Bagmati,Chitwan,,hospital,,27.699144,84.423526,HDX_OSM
padam,Bagmati,Chitwan,,dentist,,27.700392,84.427492,HDX_OSM
Dhurba Clinic,Lumbini,Nawalparasi,,clinic,,27.704884,84.413926,HDX_OSM
"Blood Bank, Dhading",Bagmati,Dhading,,blood_bank,,27.910913,84.894076,HDX_OSM
Bhadrakali Laboratories,Bagmati,Bhaktapur,,laboratory,,27.680986,85.394387,HDX_OSM
"SubCentre, Amgachhi",,,Amgachhi,centre,,26.425362,87.513167,HDX_OSM
Sahari Swastha Kendra Raghunathpur,Madhesh,Rautahat,,clinic,,26.979906,85.354668,HDX_OSM
Paudel Medical,Koshi,Ilam,,doctors,,26.967559,87.786733,HDX_OSM
Ekatappa Ayruvedic Hospital,Koshi,Ilam,,hospital,,26.967933,87.785836,HDX_OSM
Roy Medical Hall,Koshi,Jhapa,,clinic,,26.546037,88.094405,HDX_OSM
Gorkha District Hospital,Gandaki,Gorkha,,hospital,,27.994953,84.627999,HDX_OSM
Lion Eye Hospital,Gandaki,Gorkha,,hospital,,27.996347,84.626996,HDX_OSM
Taranagar Health Post,Gandaki,Gorkha,,clinic,,27.969718,84.563975,HDX_OSM
Nice smile dental care,Bagmati,Kathmandu,,dentist,,27.720545,85.364743,HDX_OSM
Razam Medical Center,Bagmati,Kathmandu,,clinic,,27.718097,85.347185,HDX_OSM
Carving Hands Polyclinic & Diagnostics,Bagmati,Kathmandu,,clinic,,27.712118,85.334081,HDX_OSM
Kathmandu Dental Pvt. Limited,Bagmati,Kathmandu,,dentist,,27.704797,85.333255,HDX_OSM
Vivanta Zahnklinik,Bagmati,Kathmandu,,clinic,,27.709235,85.330151,HDX_OSM
Brigrade Boys Club community health center,Bagmati,Lalitpur,,clinic,,27.667364,85.31681,HDX_OSM
Chokati swastha chauki,Bagmati,Sindhupalchowk,,hospital,,27.772388,85.955997,HDX_OSM
"Chokati Health Post, Tripurasundari Rural Municipality",Bagmati,Sindhupalchowk,,hospital,,27.768984,85.954341,HDX_OSM
Sindhu Sadabahar Hospital,Bagmati,Sindhupalchowk,,hospital,,27.754076,85.829628,HDX_OSM
Bijay Raj Hospital,Koshi,Dhankuta,,hospital,,27.035246,87.314304,HDX_OSM
Ujyaalo Samudaayik Polyclinic Pvt. Ltd,Koshi,Dhankuta,,clinic,,27.032541,87.313179,HDX_OSM
Hile Polyclinic,Koshi,Dhankuta,,clinic,,27.028243,87.313367,HDX_OSM
Dudhpokhari Health Post,Bagmati,Dolakha,,clinic,,27.618493,85.906257,HDX_OSM
"Rajdevi Municipality Heath post, Rajdevi Mandir Tole",Madhesh,Rautahat,,clinic,,26.767906,85.316193,HDX_OSM
Hamro Gauri Shankar Poly Clinic,Bagmati,Dolakha,,clinic,,27.663775,86.047534,HDX_OSM
Ayurbedic Hospital,Koshi,Jhapa,,hospital,,26.71905,88.049218,HDX_OSM
Bandipur Hospital,Gandaki,Tanahu,,hospital,,27.94155,84.406664,HDX_OSM
Jalpa Dental,Bagmati,Kathmandu,,dentist,,27.74666,85.324275,HDX_OSM
Kidney Transplant Unit,Bagmati,Kathmandu,,doctor,,27.736642,85.330354,HDX_OSM
Dharmeshwor Hospital,Madhesh,Saptari,,hospital,,26.644548,86.879226,HDX_OSM
Vyas Hospital,Gandaki,Tanahu,,doctor,,27.976975,84.267576,HDX_OSM
Health Care Centre Mara Mosca,Madhesh,Saptari,,clinic,,26.625631,86.877381,HDX_OSM
Swasthya Chauki Theliya,Madhesh,Saptari,,clinic,,26.630446,86.860225,HDX_OSM
Health Post Ward 9,Madhesh,Siraha,,clinic,,26.794163,86.225071,HDX_OSM
Health Post Ward 1,Madhesh,Siraha,,clinic,,26.726076,86.20842,HDX_OSM
Help Nepal post,Karnali,Mugu,,clinic,,29.528367,82.05578,HDX_OSM
Health Clinic,Karnali,Kalikot,,clinic,,29.31447,81.731218,HDX_OSM
Ma Bhawani Hospital,Madhesh,Siraha,,hospital,,26.762151,86.208054,HDX_OSM
Health Post Ward 10,Madhesh,Siraha,,clinic,,26.768131,86.212579,HDX_OSM
Health Post Ward 3,Madhesh,Siraha,,clinic,,26.745069,86.188812,HDX_OSM
TDC Skin & Hair Clinic,Bagmati,Bhaktapur,,clinic,,27.674146,85.391077,HDX_OSM
ढाकावाङ्ग स्वास्थ्य चौकी भुमेकास्थान-१,,Arghakhanchi,,hospital,,28.037226,82.994431,HDX_OSM
Daksinkali Health Post,Bagmati,Kathmandu,,clinic,,27.611105,85.264888,HDX_OSM
Care center,Bagmati,Makwanpur,,doctors,,27.545782,85.126558,HDX_OSM
Pelma Community Health Care Unit,Lumbini,Rukum,,clinic,,28.656296,82.945267,HDX_OSM
Ãkha Hospital,Lumbini,Dang,,doctor,,27.874583,82.509635,HDX_OSM
Courier Swsthy Chauki Pipariya Vijaynagar-05,Lumbini,Kapilbastu,,clinic,,27.605335,82.775017,HDX_OSM
रह स्वास्थ्य चौकी. डोल्पा,Karnali,Dolpa,,clinic,,29.006362,82.919137,HDX_OSM
Primary Health Care Center,Gandaki,Mustang,,clinic,,28.739427,83.683641,HDX_OSM
Siddhi Medical,Lumbini,Banke,,clinic,,28.057941,81.61925,HDX_OSM
साइगाउ स्वास्थ चौकी,Lumbini,Banke,,clinic,,28.044556,81.568871,HDX_OSM
Phulika Health Post,Lumbini,Kapilbastu,,clinic,,27.575183,83.143291,HDX_OSM
Patana Health Post,Lumbini,Kapilbastu,,hospital,,27.612745,83.201935,HDX_OSM
Madhubani Health post,Lumbini,Rupandehi,,clinic,,27.481148,83.303068,HDX_OSM
धनकाैली स्वास्थ्य चाैकी,Lumbini,Kapilbastu,,clinic,,27.582107,83.016319,HDX_OSM
Pipra Health Post,Lumbini,Kapilbastu,,clinic,,27.462938,83.115327,HDX_OSM
Baluhawa Health Post,Lumbini,Kapilbastu,,clinic,,27.480637,83.105303,HDX_OSM
दाेहनी स्वास्थ्य केन्द्र दाेहनी,Lumbini,Kapilbastu,,clinic,,27.533581,83.095489,HDX_OSM
Gaunghar Clinic,Gandaki,Kaski,,clinic,,28.356009,83.801553,HDX_OSM
Dinesh BK Home,Gandaki,Kaski,,clinic,,28.202343,83.998666,HDX_OSM
Bhadrakali Dental Clinic,Gandaki,Kaski,,dentist,,28.200527,83.995803,HDX_OSM
Chun health post,Karnali,Dolpa,,hospital,,29.028129,82.762821,HDX_OSM
PMTCT Center,Gandaki,Syangja,,hospital,,28.105072,83.873963,HDX_OSM
ART Center,Gandaki,Syangja,,hospital,,28.105037,83.87385,HDX_OSM
HTC Centre,Gandaki,Syangja,,hospital,,28.1053,83.873855,HDX_OSM
Sorek Health Post,Gandaki,Syangja,,hospital,,28.009882,83.755111,HDX_OSM
Maajhfal health post,Karnali,Dolpa,,hospital,,28.938863,82.810851,HDX_OSM
धन्चौर स्वास्थ्य चाैकि,,Arghakhanchi,,hospital,,27.925003,83.064575,HDX_OSM
puwadanda health post,Gandaki,Syangja,,yes,,28.178469,83.770631,HDX_OSM
Ashu Medical Hall,Lumbini,Banke,,clinic,,28.058877,81.617896,HDX_OSM
Sipha Pathalogy,Lumbini,Banke,,clinic,,28.058802,81.617959,HDX_OSM
Veer Merdical Hal,Lumbini,Banke,,clinic,,28.058591,81.617792,HDX_OSM
Gadapati Dental Clinic And Medicals,Lumbini,Banke,,dentist,,28.058601,81.617917,HDX_OSM
Universal Medicine Distributors Pvt.Ltd,Lumbini,Banke,,clinic,,28.058678,81.618315,HDX_OSM
Nepalgunj Medical Center,Lumbini,Banke,,clinic,,28.059134,81.618128,HDX_OSM
Sijan Medical Hall,Lumbini,Banke,,clinic,,28.059458,81.618363,HDX_OSM
Famous Drug House,Lumbini,Banke,,clinic,,28.059626,81.619323,HDX_OSM
Famous Pathalogy,Lumbini,Banke,,clinic,,28.058968,81.617977,HDX_OSM
जनता डाइगोनोष्टिक,Lumbini,Banke,,clinic,,28.018681,81.617054,HDX_OSM
परसपुर स्वास्थ चाैकि,Lumbini,Banke,,clinic,,28.053208,81.602504,HDX_OSM
बेलभार स्वास्थ चौकी,Lumbini,Banke,,clinic,,28.060643,81.572914,HDX_OSM
Panchakanaya Community Hospital,Bagmati,Nuwakot,,hospital,,27.901509,85.145784,HDX_OSM
वडिदमार सामुदायिक स्वास्थ इकाई,,Arghakhanchi,,hospital,,27.881571,82.815544,HDX_OSM
Masina Health Post,Lumbini,Rupandehi,,clinic,,27.513177,83.243858,HDX_OSM
Ekala Health Post,Lumbini,Rupandehi,,clinic,,27.523398,83.294198,HDX_OSM
Uttamnagar Basic Health center,Lumbini,Kapilbastu,,hospital,,27.702408,83.18853,HDX_OSM
Care Ayurveda Balkhu,Bagmati,Kathmandu,,clinic,,27.685555,85.294616,HDX_OSM
Om Sanjivani Diagnostics Pvt. Ltd.,Bagmati,Lalitpur,,doctors,,27.678198,85.30254,HDX_OSM
ओम समाज अस्पताल,Bagmati,Kathmandu,,hospital,,27.686398,85.259123,HDX_OSM
Kalika Community Hospital,Bagmati,Rasuwa,Kalikasthan,hospital,,27.993887,85.203463,HDX_OSM
Rishab poly medical,Madhesh,Siraha,,clinic,,26.884468,86.153544,HDX_OSM
Pariwar Syasthya Clinic,Bagmati,Kavre,,clinic,,27.57961,85.549345,HDX_OSM
Government Hospital Babupaisiya,,,Babupaisiya,hospital,,27.36553,83.384466,HDX_OSM
Nepal A.P.F. Hospital,Bagmati,Kathmandu,,hospital,,27.690315,85.252015,HDX_OSM
Health Post/Birth Clinic,Gandaki,Syangja,,hospital,,28.037937,83.773292,HDX_OSM
pradhan medical hall,Lumbini,Nawalparasi,,hospital,,27.667308,84.179608,HDX_OSM
Rajahar hospital,Lumbini,Nawalparasi,,hospital,,27.674518,84.230365,HDX_OSM
Brighter Clinic,Gandaki,Kaski,,clinic,,28.239772,83.987605,HDX_OSM
mainahiya swasthya chauki,Lumbini,Rupandehi,,clinic,,27.532904,83.390906,HDX_OSM
Pokhara Super Speciality Health Clinic,Gandaki,Kaski,,clinic,,28.211478,83.984905,HDX_OSM
"PHC,Rupaideeha",,,Kewalpur,centre,,28.007054,81.593221,HDX_OSM
Amrita bohara-FHVE,Lumbini,Banke,khajura RM,yes,,28.061445,81.5316,HDX_OSM
Amulya Health Shop,Bagmati,Kathmandu,,yes,,27.68157,85.279438,HDX_OSM
"PHC,Nautnwa",,,"Shiv Mandir, APHC Campus",centre,,27.42978,83.420726,HDX_OSM
bhim,Lumbini,Rupandehi,,hospital,,27.505856,83.454114,HDX_OSM
Kamles Medical Hall,Lumbini,Rupandehi,,clinic,,27.505727,83.458932,HDX_OSM
Oral View Dental Clinic,Lumbini,Rupandehi,,dentist,,27.506589,83.450312,HDX_OSM
Jaraayetar Ayurveda Aushadhalaya,Bagmati,Sindhupalchowk,,clinic,,27.830982,85.572261,HDX_OSM
Garima Dental Clinic,Gandaki,Kaski,,dentist,,28.204738,84.000732,HDX_OSM
Gumi Health Post,Karnali,Surkhet,,hospital,,28.461944,81.826841,HDX_OSM
Sardar Dental Art,Lumbini,Banke,,dentist,,28.061321,81.620422,HDX_OSM
Banke Dental Clinic,Lumbini,Banke,,dentist,,28.061144,81.620196,HDX_OSM
Nepalgunj Polyclinic And Diagnostic Center,Lumbini,Banke,,clinic,,28.061323,81.619742,HDX_OSM
Gautam Medical Hall,Lumbini,Banke,,clinic,,28.061774,81.617563,HDX_OSM
Rural Medical Hall,Lumbini,Banke,,clinic,,28.052215,81.620063,HDX_OSM
Merry Stops,Lumbini,Banke,,clinic,,28.18977,81.686603,HDX_OSM
Bhandari Medical Hall,Lumbini,Banke,,clinic,,28.188057,81.686603,HDX_OSM
Nimraha Clinic,Lumbini,Banke,,clinic,,28.072752,81.654249,HDX_OSM
Suman Medical,Lumbini,Banke,,clinic,,28.08746,81.67667,HDX_OSM
Ghandruk Dental Care,Gandaki,Kaski,,dentist,,28.24433,83.989083,HDX_OSM
Pokhara Healthy Homes,Gandaki,Kaski,,clinic,,28.243412,83.988646,HDX_OSM
Global Dental Care,Gandaki,Kaski,,dentist,,28.243367,83.984112,HDX_OSM
Shyam Dental,Gandaki,Kaski,,dentist,,28.242004,83.988152,HDX_OSM
Jyoti Ankha Clinic and Chasma Pasal,Gandaki,Kaski,,clinic,,28.242487,83.988582,HDX_OSM
फत्तेपुर स्वास्थ्य चौकी,Lumbini,Banke,,clinic,,28.013994,81.763504,HDX_OSM
Mehelkuna Hospital,Karnali,Surkhet,,hospital,,28.436471,81.849589,HDX_OSM
Neptekada Khop Kendra,Karnali,Surkhet,,clinic,,28.487519,81.845912,HDX_OSM
राप्तिसोनारी अस्पताल,Lumbini,Banke,,hospital,,28.024279,81.894684,HDX_OSM
मानपुर स्वास्थ्य चौकी,Lumbini,Dang,,hospital,,28.097523,82.339682,HDX_OSM
"प्रादेशिक आयुर्वेदिक अस्पताल, बिजौरी",Lumbini,Dang,,hospital,,28.11439,82.339748,HDX_OSM
हेमन्तपुर नगर स्वास्थ्य केन्द्र,Lumbini,Dang,,hospital,,28.106857,82.349779,HDX_OSM
Corona Specialized Hospital (Temporary),Lumbini,Dang,,hospital,,28.093586,82.360605,HDX_OSM
"शहरी स्वास्थ्य केन्द्र, गेरुवानि",Lumbini,Bardiya,,clinic,,28.343947,81.747807,HDX_OSM
राप्ती प्रादेशिक अस्पताल,Lumbini,Dang,,hospital,,28.135885,82.297578,HDX_OSM
तुल्सी बाल अस्पताल,Lumbini,Dang,,hospital,,28.134942,82.295757,HDX_OSM
मनिकापुर स्वास्थ्य चाैकि,Lumbini,Banke,,clinic,,28.106957,81.662319,HDX_OSM
Puraina Helath Post,Lumbini,Banke,,hospital,,28.060791,81.668306,HDX_OSM
पुरैनि स्वास्थ्य चाैकि,Lumbini,Banke,,clinic,,28.060816,81.66814,HDX_OSM
सहरि स्वास्थ्य केन्द्र भन्जुपुरुवा,Lumbini,Banke,,clinic,,28.003325,81.667446,HDX_OSM
टरिगाउँ स्वास्थ्य चौकी,Lumbini,Dang,,hospital,,28.098789,82.267127,HDX_OSM
Farsa HealthPost -on going,Karnali,Surkhet,Lekbeshi,doctor,,28.498425,81.810431,HDX_OSM
डुरुवा स्वास्थ्य चौकी,Lumbini,Dang,,hospital,,28.040344,82.330194,HDX_OSM
Dwangpur Health Post,Lumbini,Dang,,hospital,,28.021389,82.316079,HDX_OSM
RB Dental Clinic,Lumbini,Dang,,dentist,,28.132107,82.295453,HDX_OSM
स्वास्थ्य चौकी रकम,Karnali,Surkhet,,clinic,,28.524277,82.019562,HDX_OSM
Bam Hospital,Karnali,Mugu,,hospital,,29.598327,82.145973,HDX_OSM
मर्पा डाडा सहरी स्वास्थ्य केन्द्र,Lumbini,Dang,,hospital,,28.037907,82.385618,HDX_OSM
Pharmacy,Karnali,Mugu,,hospital,,29.510788,82.157565,HDX_OSM
Rowa Birth Centre,Karnali,Mugu,,hospital,,29.526546,82.191978,HDX_OSM
